row_number,review_file,id,source_file,source_line,report_surface,report_section,subject_if_known,topic_if_known,scenario_if_known,engine_meaning_plain_he,before_in_report_context,after_in_report_context,context_confidence,notes
565,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01066,utils/parent-report-ai/parent-report-ai-explainer.js,0,report_general,general,,,,המנוע מנסה לתת להורה פעולה פשוטה שאפשר לעשות בבית בלי לחץ.,"ai explainer — ai explainer
לפני החלפה: לגבי [נתון משתנה]: מהתרגול שנאסף אפשר לראות תחום שכדאי לחזק בבית — כדאי להמשיך לעקוב ולא לקבוע חד משמעית רק ממפגש בודד.","ai explainer — ai explainer
אחרי החלפה: לגבי …: מהתרגול שנאסף אפשר לראות תחום שכדאי לחזק בבית — כדאי להמשיך לעקוב ולא להחליט על חד משמעית רק ממפגש בודד.",medium,exact source line not resolved; using inventory metadata and string text
566,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01067,utils/parent-report-ai/parent-report-ai-explainer.js,0,report_general,general,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"ai explainer — ai explainer
לפני החלפה: לגבי [נתון משתנה]: מהתרגול שנאסף אפשר לראות תמונה ברורה יותר של תחומים עם תוצאות טובות יחסית ושל נושאים לחיזוק — כדאי להמשיך לעקוב בעדינות.","ai explainer — ai explainer
אחרי החלפה: לגבי …: מהתרגול שנאסף אפשר לראות תמונה ברורה יותר של תחומים עם תוצאות טובות יחסית ושל נושאים לחיזוק — כדאי להמשיך לעקוב בעדינות.",medium,exact source line not resolved; using inventory metadata and string text
567,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01068,utils/parent-report-ai/parent-report-ai-explainer.js,0,report_general,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"ai explainer — ai explainer
לפני החלפה: מה שבולט לטובה: [נתון משתנה]","ai explainer — ai explainer
אחרי החלפה: מה שבולט לטובה: …",medium,exact source line not resolved; using inventory metadata and string text
568,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01069,utils/parent-report-ai/parent-report-ai-explainer.js,0,report_general,general,,,,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"ai explainer — ai explainer
לפני החלפה: כיוון שכדאי לחזק בתרגול הביתי והשיעורי: [נתון משתנה]","ai explainer — ai explainer
אחרי החלפה: כיוון שכדאי לחזק בתרגול הביתי והשיעורי: …",medium,exact source line not resolved; using inventory metadata and string text
569,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01070,utils/parent-report-ai/parent-report-ai-explainer.js,111,report_general,general,,,,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"ai explainer — ai explainer
לפני החלפה: התוצאות עדיין לא אחידות לחלוטין ולכן כדאי להמשיך עם תרגול רגיל ולעקוב אחרי יציבות.","ai explainer — ai explainer
אחרי החלפה: התוצאות עדיין לא אחידות לחלוטין ולכן כדאי להמשיך עם תרגול רגיל ולעקוב אחרי עקביות.",medium,
570,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01071,utils/parent-report-ai/parent-report-ai-explainer.js,115,report_general,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"ai explainer — ai explainer
לפני החלפה: לעיתים קצב התשובות מהיר יחסית לכן נשמרת זהירות בפרשנות ולא מסיקים מסקנות חזקות מיד.","ai explainer — ai explainer
אחרי החלפה (ללא שינוי מוצע): לעיתים קצב התשובות מהיר יחסית לכן נשמרת זהירות בפרשנות ולא מסיקים מסקנות חזקות מיד.",medium,
571,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01072,utils/parent-report-ai/parent-report-ai-explainer.js,0,report_general,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"ai explainer — ai explainer
לפני החלפה: המלצת המערכת להמשך התרגול: [נתון משתנה]","ai explainer — ai explainer
אחרי החלפה: המלצת המערכת להמשך התרגול: …",medium,exact source line not resolved; using inventory metadata and string text
572,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01073,utils/parent-report-ai/parent-report-ai-explainer.js,121,report_general,general,,,,המנוע מנסה לתת להורה פעולה פשוטה שאפשר לעשות בבית בלי לחץ.,"ai explainer — ai explainer
לפני החלפה: מהצד של ההורה כדאי לעודד המשך שגרה של תרגול קצר ולשמור על שיח רגוע סביב למידה.","ai explainer — ai explainer
אחרי החלפה (ללא שינוי מוצע): מהצד של ההורה כדאי לעודד המשך שגרה של תרגול קצר ולשמור על שיח רגוע סביב למידה.",medium,
573,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01256,utils/parent-report-language/grade-aware-recommendation-templates.js,43,report_builder,general,,,,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"בונה דוח — home recommendations
לפני החלפה: actionTextHe: כדאי לתרגל חיסור במספרים גדולים או בהקשר רב־שלבי, עם אומדן לפני הפתרון ובדיקת סבירות בסיום. בקשו מהילד להסביר את דרך החישוב ולא רק לכתוב תשובה.","בונה דוח — home recommendations
אחרי החלפה (ללא שינוי מוצע): actionTextHe: כדאי לתרגל חיסור במספרים גדולים או בהקשר רב־שלבי, עם אומדן לפני הפתרון ובדיקת סבירות בסיום. בקשו מהילד להסביר את דרך החישוב ולא רק לכתוב תשובה.",high,
574,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01262,utils/parent-report-language/grade-aware-recommendation-templates.js,69,report_builder,general,,,,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"בונה דוח — home recommendations
לפני החלפה: actionTextHe: כדאי לתרגל חיבור במספרים גדולים או בהקשר רב־שלבי, עם אומדן לפני הפתרון ובדיקת סבירות בסיום. בקשו מהילד להסביר את דרך החישוב ולא רק לכתוב תשובה.","בונה דוח — home recommendations
אחרי החלפה (ללא שינוי מוצע): actionTextHe: כדאי לתרגל חיבור במספרים גדולים או בהקשר רב־שלבי, עם אומדן לפני הפתרון ובדיקת סבירות בסיום. בקשו מהילד להסביר את דרך החישוב ולא רק לכתוב תשובה.",high,
575,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01276,utils/parent-report-language/grade-aware-recommendation-templates.js,143,report_builder,general,,,,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"בונה דוח — home recommendations
לפני החלפה: actionTextHe: כדאי לתרגל חיבור וחיסור שברים עם מכנים שונים בעזרת מציאת מכנה משותף, יצירת שברים שקולים ובדיקת התוצאה לאחר הפעולה. בקשו מהילד להסביר כל שלב לפני שהוא מפשט את התשובה.","בונה דוח — home recommendations
אחרי החלפה (ללא שינוי מוצע): actionTextHe: כדאי לתרגל חיבור וחיסור שברים עם מכנים שונים בעזרת מציאת מכנה משותף, יצירת שברים שקולים ובדיקת התוצאה לאחר הפעולה. בקשו מהילד להסביר כל שלב לפני שהוא מפשט את התשובה.",medium,
576,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01306,utils/parent-report-language/grade-aware-recommendation-templates.js,437,report_builder,general,,,,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"בונה דוח — home recommendations
לפני החלפה: actionTextHe: כדאי לתרגל בעיות מילוליות בשלב אחד או שניים בעזרת תכנון קצר לפני החישוב. בקשו מהילד לכתוב מה ידוע, מה צריך למצוא, איזו פעולה מתאימה לכל שלב, ורק אז לפתור.","בונה דוח — home recommendations
אחרי החלפה (ללא שינוי מוצע): actionTextHe: כדאי לתרגל בעיות מילוליות בשלב אחד או שניים בעזרת תכנון קצר לפני החישוב. בקשו מהילד לכתוב מה ידוע, מה צריך למצוא, איזו פעולה מתאימה לכל שלב, ורק אז לפתור.",high,
577,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01307,utils/parent-report-language/grade-aware-recommendation-templates.js,439,report_builder,general,,,,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"בונה דוח — home recommendations
לפני החלפה: goalTextHe: בשבוע הקרוב התמקדו בתכנון פתרון לבעיה מילולית: מה ידוע, מה מחפשים, ואיזו פעולה מתאימה לכל שלב.","בונה דוח — home recommendations
אחרי החלפה (ללא שינוי מוצע): goalTextHe: בשבוע הקרוב התמקדו בתכנון פתרון לבעיה מילולית: מה ידוע, מה מחפשים, ואיזו פעולה מתאימה לכל שלב.",high,
578,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01308,utils/parent-report-language/grade-aware-recommendation-templates.js,445,report_builder,general,,,,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"בונה דוח — home recommendations
לפני החלפה: actionTextHe: כדאי לתרגל בעיות מילוליות רב־שלביות בעזרת טבלה, תרשים או משוואה פשוטה. בקשו מהילד להסביר את סדר השלבים, מדוע בחר בכל פעולה, ולבדוק בסיום אם התשובה סבירה ביחס לנתוני הבעיה.","בונה דוח — home recommendations
אחרי החלפה (ללא שינוי מוצע): actionTextHe: כדאי לתרגל בעיות מילוליות רב־שלביות בעזרת טבלה, תרשים או משוואה פשוטה. בקשו מהילד להסביר את סדר השלבים, מדוע בחר בכל פעולה, ולבדוק בסיום אם התשובה סבירה ביחס לנתוני הבעיה.",high,
579,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01309,utils/parent-report-language/grade-aware-recommendation-templates.js,447,report_builder,general,,,,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"בונה דוח — home recommendations
לפני החלפה: goalTextHe: בשבוע הקרוב התמקדו בפתרון בעיות רב־שלביות: תכנון דרך, בחירת פעולות, הסבר סדר השלבים ובדיקת סבירות התשובה.","בונה דוח — home recommendations
אחרי החלפה (ללא שינוי מוצע): goalTextHe: בשבוע הקרוב התמקדו בפתרון בעיות רב־שלביות: תכנון דרך, בחירת פעולות, הסבר סדר השלבים ובדיקת סבירות התשובה.",high,
